song,artist,id,MISSING
Free Man,South Shore Commission,7n2gV9BaWJHp110ZEwRSTv,MISSING
Train Called Freedom,South Shore Commission,5HfZ3JdxnQJp3r0gKH9ssc,MISSING
My Love Is Music,Space,41Gu4TUd7jdj9MWGG9uYnI,MISSING
Headlines (Friendship Never Ends),Spice Girls,4ll3zqElfObKDVSIitAIga,MISSING
Everything Is Alright,Spider,0iZxqe9HjWfZF3CTfyubaI,MISSING
New Romance (It's A Mystery),Spider,6mRcTcQxjHByzX6eMWv13T,MISSING
Costafine Town,Splinter,4WkfJwz4JPmgVhHueAK1TD,MISSING
I'm Awesome,Spose,2y5SlUCjaItQI5lmakJ6ib,MISSING
Cafe Amore,Spyro Gyra,41yFgjpl7ttUauKTQD6XYd,MISSING
Morning Dance,Spyro Gyra,7mnNQLpAEU2EjN510DeZPW,MISSING
Shaker Song,Spyro Gyra,0DburM4Kg66cUqMOagRacH,MISSING
Shy Girl,Stacey Q,0RIejnTfhwpYui0lesWiqN,MISSING
Love Me All Up,Stacy Earl,15FMH5RRKL16Iw337TwqLn,MISSING
Slowly,Stacy Earl,64ZvR7ymMzcav17QqTnF0R,MISSING
Perfect Combination,Stacy Lattisaw & Johnny Gill,0nLkaurSSkcxIx7Ns5QLsX,MISSING
Love Cries,Stage Dolls,1nqLtisKUseNx2TMEkOVPm,MISSING
Boom-A-Dip-Dip,Stan Robinson,2X5ic6n67INljHSmdyRrVy,MISSING
Everybody Be Dancin',Starbuck,5kEaW0jiXbDJ08N01VAQX0,MISSING
Lucky Man,Starbuck,1LYs01WtAlOqJKClFVnnph,MISSING
Disco Rufus,Stargard,6T5ijGkSINcoCGEejEF7fO,MISSING
Afternoon Delight,Starland Vocal Band,1pBAsoHy7eN9aeVCTAiKua,MISSING
California Day,Starland Vocal Band,0jcfDlcY16Oxq0oDI8YLyU,MISSING
Hail! Hail! Rock And Roll!,Starland Vocal Band,5C3mIFPEOaJ8lHatrE5LVC,MISSING
Stars on 45 III,Stars On,1XkVDfAdPpjFLCGWaWmF4D,MISSING
Medley II,Stars On 45,5LInQVYcCGUyRO5jA1URAb,MISSING
(Any Way That You Want It) I'll Be There,Starz,3e7bMUM2jFwEYBgDqWCBDs,MISSING
Hold On To The Night,Starz,7vK7gB70OJizvq10GwWnCP,MISSING
FM (No Static At All),Steely Dan,2qbBwAhUH2mtG4Gl9HNqOt,MISSING
Turn Back The Pages,Stephen Stills,7myBv9jV0GUGJdR1yonjW8,MISSING
Screaming Night Hog,Steppenwolf,6ZlEmGeHrKHy5JmOmtSHQC,MISSING
I Want To Stay Here,Steve & Eydie,6zel1Kn2jldFK0oMeA3JAu,MISSING
Amerikan Music,Steve Alaimo,5QuE6QFRxVM1a2eZsxLX4r,MISSING
Cast Your Fate To The Wind,Steve Alaimo,5GdwLTL56R7pPfx6sKoBCL,MISSING
Real Live Girl,Steve Alaimo,6D0Ldc01dn3z30oNe5KGhV,MISSING
So Much Love,Steve Alaimo,4Uq3TIwbjOTO8lqmJCla5V,MISSING
When My Little Girl Is Smiling,Steve Alaimo,1qxN5MC98FRewrdW51Euai,MISSING
Gravy Waltz,Steve Allen,0kXxMHIyDUDsUJZMS0fvw6,MISSING
Big Bruce,Steve Greenberg,3Xl04q92nhSOr4C7p59Q3R,MISSING
Make Me Smile (Come Up And See Me),Steve Harley And Cockney Rebel,2dpO3NteNWUDL2S9e0t0Mi,MISSING
Love Don't Run,Steve Holy,1dXUWskP4zy7Inqpfy5hf6,MISSING
Everybody Knows,Steve Lawrence,5vjG5Xrv4cfcB2CvwLfzCm,MISSING
Poor Little Rich Girl,Steve Lawrence,1YtDXOkKbZo4PEH4iAFrCO,MISSING
Somewhere Along The Way,Steve Lawrence,2BgLQqzv1wnhyMjZa8FIFN,MISSING
Rock'n Me,Steve Miller,3OPBc7UI8897LoM4KsTPT2,MISSING
(It) Feels So Good,Steven Tyler,3xuzbqmCALn6Ua8JeOrnZl,MISSING
I Wanna Be The One,Stevie B,5rvsMR9JjjdbOpNgdMfiEj,MISSING
In My Eyes,Stevie B,40C8sTFkkjVQ2h6iRy9mPe,MISSING
So What The Fuss,Stevie Wonder,01C5aCltIDncPqMjWDcx2L,MISSING
We'll Be Together,Sting,2lj2TZc3z9jnuZPwqFLZXQ,MISSING
Igmoo (The Pride Of South Central High),Stonewall Jackson,26J5htnkcAcjRoBxZp0fCL,MISSING
What You See Is What You Get,Stoney & Meatloaf,5dOBn5FCKl09AQbaIta9yF,MISSING
Jennifer Tomkins,Street People,6pXUMoOgpSZ0OvDyEDeH32,MISSING
Thank You Girl,Street People,1mcmX9BRuBskOibBvbdkwb,MISSING
If Love Should Go,Streets,3kAiPXqapVgYwOiISlcexP,MISSING
American Boy,Studio All-Stars,2KBuYzNoLTkwwXQhm6NuxG,MISSING
Best Thing,Styx,70rLkkYqA02MZPsehqGsnw,MISSING
Paralyzed,Sueco,5svL1PkWw8hPEAOdTNLexy,MISSING
Hole In The Head,Sugababes,0ei6GEDD2dV6U2507Po9ma,MISSING
You Are The One,Sugar Bears,3UR2EG2P7y8log42faGJcs,MISSING
Fat Lip,Sum 41,3tWudnj1NK7YUfnR91nezW,MISSING
Let It Go,Summer Walker,6qwLieyhZ2vhn3xuIOrw32,MISSING
Come Thru,Summer Walker & Usher,7Kpb0m0oRbMiUQLAC4Od2V,MISSING
Wanna Make Love (Come Flick My BIC),Sun,4BKGhFzEF2EmnmOXJZsM3t,MISSING
At Last,Sundance Head,6FDqlXpko4R2CW2id2IK2T,MISSING
Darlin' Don't Go,Sundance Head,7k3goSyIewA0KJ6v8hiYwE,MISSING
From A Table Away,Sunny Sweeney,6WTJj7qXOh0XonzXAHUqGG,MISSING
I Love Onions,Susan Christie,0mABWoxXTuxGvqRY1Wfwzj,MISSING
All I Want,Susanna Hoffs,53m1rGnPJVtI0zUryVyL9N,MISSING
All Shook Up,Suzi Quatro,0MDBPXwwumSn3L07VU87dd,MISSING
Can The Can,Suzi Quatro,1zaiZAuhPkQfhhY9X2mTnn,MISSING
If You Can't Give Me Love,Suzi Quatro,45JKOZUyOFoLhmEltJFEeW,MISSING
Lipstick,Suzi Quatro,0pti0CrhG8SwFdu191bjsr,MISSING
She's In Love With You,Suzi Quatro,5I9MwCyxn4mnJRDQBtRzvY,MISSING
Hallelujah,Sweathog,2ojRs1yl7vjE4LFDmQzl9l,MISSING
Moth To A Flame,Swedish House Mafia & The Weeknd,40MXr7BMh3ShPf2b9giSRt,MISSING
Roxy Roller,Sweeney Todd,6z3JVDbqyg6jrhMT8c9cBn,MISSING
Honey Honey,Sweet Dreams,7iEmbxGMZB8qTh31Jjd0MR,MISSING
Sad Sweet Dreamer,Sweet Sensation,5Hi731oQhuwOZFdULt4N1T,MISSING
Double Shot (Of My Baby's Love),Swingin' Medallions,0ExUux7mwrd8uMlgNL5lhY,MISSING
Come On Sock It To Me,Syl Johnson,4S2eh6ZoRx2qCftH34B4wq,MISSING
Take Me To The River,Syl Johnson,1VkM17IchG9iReZw8Z8UI2,MISSING
Take Your Shirt Off,T-Pain,1YlI31CCRSK4usdgh7yk7a,MISSING
I Like Dat,T-Pain & Kehlani,3e1C4xcn4REvbAa7M6VshF,MISSING
Love This Life,T.I.,66X5niA1btaBYk1YxbI9pa,MISSING
Meet Me At Our Spot,THE ANXIETY: WILLOW & Tyler Cole,3D7BpZ01kLRcjTGelbu83N,MISSING
I Won't Give Up On You,TKA,7xDRa3ujR8UT0bLq8vCJfD,MISSING
Louder Than Love,TKA,3ylVpluvCr27SlDvVKiCSY,MISSING
Maria,TKA,34BOLvfwf23dsgJWN8Et40,MISSING
One Way Love,TKA,7FebIkP9YnzEuVtKntcxd4,MISSING
The Feels,TWICE,308Ir17KlNdlrbVLHWhlLe,MISSING
Jealous Heart,Tab Hunter,05R5LQzLRmPUC6igBaRm78,MISSING
There's No Fool Like A Young Fool,Tab Hunter,1pJiErTAHVJi1sRLRBGZOZ,MISSING
The Way I Feel,Tag,5d1dglMOQpQQoYjuq4DHoB,MISSING
Lo Siento BB:/,"Tainy, Bad Bunny & Julieta Venegas",4gzsuuZypVbxs0Af1LSZyB,MISSING
MakeDamnSure,Taking Back Sunday,6fTgbkBiMITtHUmik95ClX,MISSING
Maybe I Deserve,Tank,2rR9wUciUfXFrmf0h6rwMI,MISSING
Please Don't Go,Tank,6I5xABsVToEjk9kssq8B1k,MISSING
Heaven Must Be Missing An Angel (part 1),Tavares,7eqjfQeqf4FNp8NnEorncC,MISSING
Royals,Taylor John Williams,6Tr3qZW1w76lrUuevHXeJ8,MISSING
Fearless (Taylor's Version),Taylor Swift,77sMIMlNaSURUAXq5coCxE,MISSING
Fifteen (Taylor's Version),Taylor Swift,2nqio0SfWg6gh2eCtfuMa5,MISSING
Love Story (Taylor's Version),Taylor Swift,6YvqWjhGD8mB5QXcbcUKtx,MISSING
Only The Young,Taylor Swift,2slqvGLwzZZYsT4K4Y1GBC,MISSING
Ronan,Taylor Swift,7nWui6jiMM2m9qFmET1Mtj,MISSING
Sweeter Than Fiction,Taylor Swift,0RFCHlNuTeUHIB36VuVbOL,MISSING
Today Was A Fairytale,Taylor Swift,2JoJrsEV15OzbijS47lids,MISSING
Wildest Dreams (Taylor's Version),Taylor Swift,1Ov37jtRQ2YNAe8HzfczkL,MISSING
You're Not Sorry,Taylor Swift,6iiAfo4wTA2CVC3Uwx9uh8,MISSING
Woman Is A Man's Best Friend,Teddy & The Twilights,0K0xW1cohfKVEdxaqnr6d9,MISSING
"You're My Latest, My Greatest Inspiration",Teddy Pendergrass,1OIix5QxWjcewBeUWUK8s8,MISSING
Baby Won't You Let Me Rock 'N Roll You,Ten Years After,0HF3pSpMlSgUdeBW4jDBG2,MISSING
Choo Choo Mama,Ten Years After,4IfoAXhPg5aD4fmNOAy8rl,MISSING
Sunday Barbecue,Tennessee Ernie Ford,1ZGJKmUIMPzCf0OvFwDrSz,MISSING
Have You Ever Been Lonely (Have You Ever Been Blue),Teresa Brewer,7d5DaXxZVLC2aww0lDSQOs,MISSING
Milord,Teresa Brewer,5C0W3pVo4NhIORE5fKuMzi,MISSING
Ain't Nothing Gonna Keep Me From You,Teri DeSario,2NfkIVo84zxqeq1vKUrTI2,MISSING
A Little Gasoline,Terri Clark,3YAYui2FXhYxjK88359km2,MISSING
Girls Lie Too,Terri Clark,2Vn8Ea6fGOM3dsGYVcJ62G,MISSING
Unless You Care,Terry Black,6CJe6vTWtIJB4sa8csqtfv,MISSING
Bridge Over Troubled Water,Tessanne Chin,6m4fTMuS7abW0LRWZTLsrh,MISSING
I Have Nothing,Tessanne Chin,4Ib4InLIR369amEBFcAjhb,MISSING
And That Reminds Me (My Heart Reminds Me),The 4 Seasons,0loo1QzCmSXerjeZBUVLPG,MISSING
The Reason,The 5 Chanels,2CQQsJL0KrzNF5yKqIdfrL,MISSING
Jealousy,The Adventures Of Stevie V,0cIUZg5uaTRmvktHJEbDPu,MISSING
Jessica,The Allman Brothers Band,3YElgJjEHczqrVSCfhEiMs,MISSING
I Adore Him,The Angels,0jomEhykwMqbgQ92Ur0m2J,MISSING
Wow Wow Wee (He's The Boy For Me),The Angels,4wNxLOoRsjMG4TgEyvSKj2,MISSING
Don't Bring Me Down,The Animals,1jfcjRGW6y4qnlOGchGqyn,MISSING
Woodstock,The Assembled Multitude,0Y0xhQMCXq4x4f8J3FU78C,MISSING
"Names, Tags, Numbers & Labels",The Association,3rKc4KDd9b8ahuOQfmc9il,MISSING
If You've Got The Time,The Babys,4dhiYSQQhmsunBbJESSFJR,MISSING
Silver Dreams,The Babys,4XVBOKULKMW0aYJ1WhXXhY,MISSING
Turn And Walk Away,The Babys,2rkKXHTeu1qYSSwb7tj9ep,MISSING
Can I Trust You?,The Bachelors,3yDkA85umaFzuSdz2owBxe,MISSING
Love Me With All Of Your Heart,The Bachelors,5TaTugQLwSdyTm1SARIDAx,MISSING
Comin' In The Back Door,The Baja Marimba Band,4MIBL4yQtStCtTYd8E6952,MISSING
"The Tra La La Song (One Banana, Two Banana)",The Banana Splits,2j9w5xu69ioTxUZFvqvuGs,MISSING
Scotch On The Rocks,The Band Of The Black Watch,2hCz7D24Sajjsfspg1PMJx,MISSING
The Topical Song,The Barron Knights,7yjgEBB4ZTqtL0fvYgPXQI,MISSING
4 - By The Beatles,The Beatles,6bUv17RsDFqu04LHlUqpgV,MISSING
Can't Buy Me Love,The Beatles,3EQBI1Fiv7z3QfqTeb9Tqk,MISSING
Come Together/Something,The Beatles,1aIh8C6OpXxOdM4pJatdIW,MISSING
Four By The Beatles,The Beatles,4uKyLqJHDjT6mdA22ofxuM,MISSING
Why,The Beatles With Tony Sheridan,0SGm7iYGp8tya8OEXiywu4,MISSING
Don't Talk To Strangers,The Beau Brummels,5nS5kcvyJG7sqx6hVRtHWv,MISSING
Old Spanish Town,The Bell Notes,7ilIZgf3UTCZ07KRtA8usc,MISSING
Shortnin' Bread,The Bell Notes,112Lte6wm9cxN7a576ERaD,MISSING
Diddle-Dee-Dum (What Happens When Your Love Has Gone),The Belmonts,1PSSaegvguvtZDlE4Z4U5o,MISSING
Donnie,The Bermudas,3lEMnQG90phvMl4ZLoQnUH,MISSING
The Time (Dirty Bit),The Black Eyed Peas,3TyIWEX7dDQI5tsKLEJtKA,MISSING
I Like It,The Blackout Allstars,79IA9aWuQgGW8wWJGYdKhv,MISSING
Daughter,The Blenders,4MoJMypGX1pYfAK3iSRh4S,MISSING
I Sold My Heart To The Junkman,The Blue-Belles,5bFao645BXutmzfgxaEY6Q,MISSING
Down By The River,The Brooklyn Bridge,3KDjRu06MCTBOJKc8ZBgSy,MISSING
The Bomb! (These Sounds Fall Into My Mind),The Bucketheads,378EjSDkg1OhG0Aq7gT8vn,MISSING
Hot Shot,The Buena Vistas,3jwjRiAGKizbD4Ma00UBUe,MISSING
Give Up Your Guns,The Buoys,0Cx5FW4aHi7WSD27o2B6PD,MISSING
Timothy,The Buoys,5O0YoBdpk39iZ9tc8ckCde,MISSING
Bust Out,The Busters,4MfawSfFYY62G97u7w00Ai,MISSING
Georgia Pines,The Candymen,69C6Doeyve2lM0afZ92n87,MISSING
Girl In My Dreams,The Capris,25pEPwORWMZslc5RabedUb,MISSING
Apes**t,The Carters,3YSGNyECNTgQCItSR7i2oP,MISSING
Boss,The Carters,6VLEVV3KmHCiGHrY9qlXqB,MISSING
Friends,The Carters,4rBFiGHlaujBGnyQgSdWPh,MISSING
Nice,The Carters,0ZceYubS95hN72WYE6dyPH,MISSING
Summer,The Carters,5WI0wR52v8MHv65GVwRRyE,MISSING
Oh! What It Seemed To Be,The Castells,0cp4meeLcHubVHMnl1NJRm,MISSING
Goodbye Dad,The Castle Sisters,5Nv2kTS0kdwMuI2LvvdVaP,MISSING
"No, No, No",The Chanters,2SWHgPLKxFMoDsz3dC8QiJ,MISSING
Please Don't Kiss Me Again,The Charmettes,40ZZwXyc7jmfrGsJt4mGri,MISSING
Why (Doncha Be My Girl),The Chartbusters,6APkGvPnK3G724VoFeoEkp,MISSING
Nobody Knows What's Goin' On (In My Mind But Me),The Chiffons,1mqLHMLgLePNsMUGN5vGWE,MISSING
Tonight's The Night,The Chiffons,013tlTXGKvrYjMh1cz6ZVK,MISSING
Love Potion Number Nine,The Coasters,0L7Le6DQ06rd4rf0R4WGjU,MISSING
Shake Sherry,The Contours,0W6a2pDip79EGy2oDnSLKv,MISSING
Will Power,The Cookies,6w1b6BImXLSrtK5ZhytOs2,MISSING
A Year Ago Tonight,The Crests,0d8JTRYzVoUhfpf7a0cnTd,MISSING
Trouble In Paradise,The Crests,2GibUNItz4ThOCLNizYgpR,MISSING
Flower Of Love,The Crests featuring Johnny Mastro,6oDwLTdUe63BTFnnoqC1RN,MISSING
Journey Of Love,The Crests featuring Johnny Mastro,12EYGS2kIMDFBzd7mGFDwu,MISSING
Sugar And Spice,The Cryan' Shames,4BDzapvxHkr8AKU9G45ERV,MISSING
Run Sally Run,The Cuff Links,55lzsFIrl6FL3BRYYGQD94,MISSING
Tracy,The Cuff Links,0NnpGlsfv7Jghg7fKfOF9c,MISSING
When Julie Comes Around,The Cuff Links,6i8LRAYqCFDjbptMl5oeCw,MISSING
Love Song,The Cure,5FrhXdUgA6EdMksaIHkxDh,MISSING
Hot Pastrami,The Dartells,656R4FVoG7s984avWCd3yr,MISSING
I Knew It All The Time,The Dave Clark Five,2BA9ObAn2SdgYQHEZadBji,MISSING
Nineteen Days,The Dave Clark Five,6W9uexj1gEJDab6bcWV7cA,MISSING
Please Tell Me Why,The Dave Clark Five,3VgSSANMXHPNgkWTJDJYAK,MISSING
Satisfied With You,The Dave Clark Five,6XssRDT7fq7e08bZbMxPoL,MISSING
Try Too Hard,The Dave Clark Five,17QOLAql5iYwYquHZS0eon,MISSING
"Mary Hartman, Mary Hartman",The Deadly Nightshade,65r9KhMTzvzHiw5BmeTxZa,MISSING
My Foolish Heart,The Demensions,0ZPDk6tgiqMgtMoRQ7iYj1,MISSING
Rip Van Winkle,The Devotions,6wP6XDZH9HiMs6ejL2R6nj,MISSING
Happy Years,The Diamonds,1EmxgiM6t0UVuoclD5fqT2,MISSING
Kathy-O,The Diamonds,0iI1FC32DzrLAslD5hI3Z5,MISSING
She Say (Oom Dooby Doom),The Diamonds,1h4UmYZgHv8FbCob6kJ5Y9,MISSING
Lovin' The Night Away,The Dillman Band,41xWKAwhYsjVspVnao72JE,MISSING
Here's A Heart,The Diplomats,75f9Q8nIg32tQUKAulyevP,MISSING
You Should Have Seen The Way He Looked At Me,The Dixie Cups,28cnhGhPZKwXcKHiTc3O55,MISSING
(Down At) Papa Joe's,The Dixiebelles,6GdqL01aKgClu3DS6qtlro,MISSING
Hey-Da-Da-Dow,The Dolphins,3HBA37sxsuJwnJXUXJJAxq,MISSING
Chains Of Love,The Drifters,37ycGnhGIt9nxYntGDXfg6,MISSING
Follow Me,The Drifters,4nGIIeemCmkJ2I3hpC3x43,MISSING
Around The Corner,The Duprees,1o0TEStQmRssKSu41iQnn9,MISSING
I'd Rather Be Here In Your Arms,The Duprees,69X6N0XmY7426yHlP1sGzj,MISSING
Alley-Oop,The Dyna-Sores,1L0OJcAqJmhvQ52FVs8J14,MISSING
St. Louis,The Easybeats,18WxWjAQtrhwpdbdLOCd7N,MISSING
I Lied To My Heart,The Enchanters,7CQMUJAsR7OvZhDK2N82qb,MISSING
Don't Blame Me,The Everly Brothers,7qHeFjtqy1dU4nOuy8DsWB,MISSING
A Little Bit Of Soap,The Exciters,2YZJFkBjMmRUySmjyJdGiw,MISSING
Get Him,The Exciters,2n3xSraJEsBswBMxSBPyd1,MISSING
He's Got The Power,The Exciters,5UvHKvd94OoaEnSxSmlviX,MISSING
I Want You To Be My Boy,The Exciters,3r8abMCX4AHlT7iqvvPXTO,MISSING
(Love Me) Love The Life I Lead,The Fantastics,7pgKdLyCfjnrBLXJfbFLzg,MISSING
Bottle Of Wine,The Fireballs,1HgmnyF49RRrFacqzWhf9H,MISSING
Bulldog,The Fireballs,3jKLIDt1BYK7KaxFcnXTI0,MISSING
"Come On, React!",The Fireballs,25MrV7aIrHJkN5Mf9D9TGv,MISSING
Goin' Away,The Fireballs,2EZqZAnklxp6qTtonsrXLf,MISSING
Long Green,The Fireballs,2IyZjhCBDOk0DBqaPayJjd,MISSING
Vaquero (Cowboy),The Fireballs,2dcskYWsBK1AJzzknNyy5o,MISSING
Dreams Are Ten A Penny,The First Class,01PZn2ZIyyFWEbp2NlyXyq,MISSING
In The Still Of The Nite,The Five Satins,5QEJbqvNNkFWzyF1l8d2Ci,MISSING
See The Light,The Flame,7BVy57XFmpeNyf81j38D1x,MISSING
Foot Stomping - Part 1,The Flares,4MCpmOHRa5tlUo5EQaCjjJ,MISSING
Smile A Little Smile For Me,The Flying Machine,4HJKklJ3lNuEUdepW4p5wS,MISSING
It's A Night For Beautiful Girls,The Fools,40OomHZdjj1zZLWusq3zln,MISSING
Running Scared,The Fools,6Eh3AeywAyfaYbsDgt5Zsn,MISSING
"Freedom Comes, Freedom Goes",The Fortunes,0jpOTR56tQPYEqTDQZUVMv,MISSING
Here It Comes Again,The Fortunes,1UGRl3kBWlc0aEe2jafsyZ,MISSING
That Same Old Feeling,The Fortunes,6bDK5Q02Zug3NC2jI2Tmmy,MISSING
This Golden Ring,The Fortunes,5A8dh7K5qdUKd0Tm2EIVsI,MISSING
The World Outside,The Four Aces,6FkZExe98I09sykw0l55Iu,MISSING
O' Falling Star,The Four Knights,4AARZVHvm1MNYJZN665NMg,MISSING
Enchanted Island,The Four Lads,6nOBCuyXESBuNsJg5hA5V8,MISSING
Happy Anniversary,The Four Lads,3KxzLSKGg2gEBVLGpMixlG,MISSING
The Fountain Of Youth,The Four Lads,5kx6ttw0zlPGt2yYB8rUaq,MISSING
The Girl On Page 44,The Four Lads,1kD2iLMxgBbTJSo7GFIyyj,MISSING
My Block,The Four Pennies,6eESmZIEy6BWDBLgzidjtu,MISSING
When The Boy's Happy (The Girl's Happy Too),The Four Pennies,6Bjkd0z117WySZOMeAjJLJ,MISSING
You Don't Have To Say You Love Me,The Four Sonics,758UvvilxzwsFQ6qOEm1Dd,MISSING
Pitter-Patter,The Four Sportsmen,1JCgRCGu6iAFQa9GdmqvuT,MISSING
Fog Cutter,The Frantics,0d6kBb2N7IWloiju11DrZY,MISSING
Straight Flush,The Frantics,4jbAdJh3bdvWE2VWckQ8Pa,MISSING
Underwater,The Frogmen,0iOHXVJkhEvrZoYNEBoXaI,MISSING
A Girl Has To Know,The G-Clefs,4bDfHzfDotB2o3y4AetBN0,MISSING
I Understand (Just How You Feel),The G-Clefs,20CIZ7fNaNEBSCFrANpkd2,MISSING
How We Do,The Game Featuring 50 Cent,4dvObSfgu2fiKIxcZxTaPs,MISSING
Flamingo L'Amore,The Gaylords,0tMI27AY8D79WiKQcdVIzc,MISSING
Ma Ma Ma Marie,The Gaylords,75lTcjycLW3GXZvxmp0D7w,MISSING
Cinnamon Girl,The Gentrys,05U8o2KiqF8KmOx2sN7qFO,MISSING
Why Should I Cry,The Gentrys,5JziX2zt2SxGYuNB3KPCj0,MISSING
I Ain't Got Time Anymore,The Glass Bottle,5y3nvcLe7SOGxOLA9S6yLv,MISSING
Hootenanny,The Glencoves,2rPcSFHVaiEkcFQzQZAO87,MISSING
The Funky Gibbon,The Goodies,7oBOYRKnQ0RuneQ7Wm1Wt6,MISSING
Lay Down Your Arms,The Graces,6AHvm8J1gpZlY3IkyreaFB,MISSING
Uncle John's Band,The Grateful Dead,4CDbf1LktawmOJOSgwUJ0M,MISSING
The Little Drummer Boy,The Harry Simeone Chorale,0GM9Fu8ZivpBtnBRUo71rd,MISSING
A Thousand Miles Away,The Heartbeats,7CdovAv39pva6nxPvxqwJg,MISSING
Cotton Fields,The Highwaymen,4u00xAxjE159vAnxfMNgP4,MISSING
The Bird Man,The Highwaymen,56vBPoHdrtQGk81ZTlKwrc,MISSING
Stop In The Name Of Love,The Hollies,5VnwDH81lLhYtaLpe4P0nt,MISSING
All The Kids On The Street,The Hollywood Stars,5udN2VwJNABdyAZeB1E8Dg,MISSING
My Buddy Seat,The Hondells,00kG3Kz2rxem4XswOmtF3s,MISSING
Younger Girl,The Hondells,3e3gnYm9b4hoRaLwEQPQJd,MISSING
Superman,The Ides Of March,2X3qJdcMelUhNE6ahF0VtK,MISSING
Did You See Her Eyes,The Illusion,2F3vCjCAoGAzwh5CdOambh,MISSING
Together,The Illusion,0moOdsvd8f8emEmKfbAX6r,MISSING
"Oh, What A Fool",The Impalas,4jpyYx60tSWE6m3HEmKRWi,MISSING
Grow Closer Together,The Impressions,62Ck7VhVw16ryuf2cjsNzo,MISSING
Just One Kiss From You,The Impressions,5fw2E2H6yZJWN5H11dDznl,MISSING
Little Young Lover,The Impressions,67EN3Ywucd2h64O29RAyUh,MISSING
Meeting Over Yonder,The Impressions,67GjAr4MsMZgYuNW0pX1fk,MISSING
Same Thing It Took,The Impressions,18HPfnQYWzC3ZCtfKsHk5Z,MISSING
Sooner Or Later,The Impressions,2iiR33RplLoOfgQv6DeNi0,MISSING
Baby I've Been Missing You,The Independents,3uvX4d8yCv1aeShrgUc3mw,MISSING
It's All Over,The Independents,0KbddBQ2TX8d64szKpAKF3,MISSING
Leaving Me,The Independents,6uvnbtVpk1kYdeRAGv70vq,MISSING
Let This Be A Lesson To You,The Independents,10d2snm5civy1MyrFNQQj7,MISSING
Mairzy Doats,The Innocence,3mabymD8ortwKJfJQ6nVR2,MISSING
There's Got To Be A Word!,The Innocence,5dKfQoMk0Y5GKWikhiHQiM,MISSING
Honest I Do,The Innocents,5h5TDGuPyfX48m2UWCkBYO,MISSING
This Is My Love Song,The Intruders,6mSL08tLN782o4iw4PR1Ou,MISSING
Fight The Power Part 1,The Isley Brothers,4Ahjqin4mNFeJSVSk6wNLs,MISSING
Live It Up Part 1,The Isley Brothers,6qdBl43sWWbDWhZyVY5ylH,MISSING
The Pride (Part I),The Isley Brothers,3fEHvQWFerhEmHofTz0mv0,MISSING
Twist And Shout,The Isley Brothers,7iFdUmdqT9XrsJdSGf9KrX,MISSING
Twistin' With Linda,The Isley Brothers,5bVcSkwZ8Hnb0bQYjCnXEI,MISSING
Must Be Love,The James Gang,34vjB0u2gwj175RGZSt4ui,MISSING
Walk Away,The James Gang,1ITY1Oqf73WnGftgOu2F4J,MISSING
Purple Haze,The Jimi Hendrix Experience,1wVzaWcWFokOmspmaXoUhX,MISSING
My Pledge Of Love,The Joe Jeffrey Group,098Q0YUZa12anVf9zi1LOn,MISSING
Up-Up And Away,The Johnny Mann Singers,30dIevLsWhw7KDU2i1RdJY,MISSING
Castin' My Spell,The Johnny Otis Show,1hnMCB5U7T6prLFcOQT074,MISSING
My Mistake,The Kingbees,4IkbtCgGTPqVl2MxnD5uYA,MISSING
Switchin' To Glide/This Beat Goes On,The Kings,10MhX3LZPs8VYMCfJnUOUe,MISSING
The Jolly Green Giant,The Kingsmen,7EsyuIBXcGcEWGdkZMAIJi,MISSING
Week End,The Kingsmen,6fFcivBnqB9MGTiMYh9HD6,MISSING
Please,The Kinleys,1waiAxeBLkZk7fROWpncI1,MISSING
"Baubles, Bangles And Beads",The Kirby Stone Four,6BlPoYawCJD4vcNfhULjVU,MISSING
Lady Love,The Klowns,0AuS2N4IdseKh9OXuBzfVj,MISSING
"Pay The Devil (Ooo, Baby, Ooo)",The Knack,5Fca4j26vi3HSaeN960D0U,MISSING
Life's Too Short,The Lafayettes,3VBfK3c5wlXXULzx1548uY,MISSING
She Cried,The Lettermen,6HhSkmh0siUkQ2OIc2OIUu,MISSING
A Dollar Down,The Limeliters,7zmwzcRKOrdN3tTFSun7ye,MISSING
I Don't Love You Anymore,The London Quireboys,1FB3gA6eNnqqsF12o338GX,MISSING
Darling Be Home Soon,The Lovin' Spoonful,4JodKyl2EbwUCLxDWrvAw5,MISSING
A Little Bit Now (A Little Bit Later),The Majors,14wJrdauNlJgWDr5QrOJ6E,MISSING
She's A Troublemaker,The Majors,3Kqd35RceSMTwRoTmjX4tr,MISSING
Boy From New York City,The Manhattan Transfer,4H6EV7soFKhurMK2CFfpmM,MISSING
Spice Of Life,The Manhattan Transfer,419XgftMBAJ3iononldlAV,MISSING
Trickle Trickle,The Manhattan Transfer,2eDdU4OwGXIFVCMAho7bHp,MISSING
Twilight Zone/Twilight Tone,The Manhattan Transfer,1xvnkFmCKDDEe19pxV6P0E,MISSING
Baby I Need You,The Manhattans,4CglcaCdtisnk0sq4LBFDD,MISSING
Don't Take Your Love,The Manhattans,4MhBTuOSYRy4aUkitc6stl,MISSING
Follow Your Heart,The Manhattans,46VXY6ICU226D25CODh6zr,MISSING
I Wanna Be (Your Everything),The Manhattans,7bhoxrOErOoqKUXJ6CA66h,MISSING
